스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
Wheat Beers,American Pale Wheat Beer,Blue Moon LightSky,Blue Moon Brewing Company,United States,4,3.45,41,37,Active,Blue Moon LightSky Blue Moon Brewing Company,14,37,49,16,26,38,2,50,19,6,79
Wheat Beers,American Pale Wheat Beer,Summer Bliss,New Belgium Brewing Company,United States,5.5,3.65,31,46,Active,Summer Bliss New Belgium Brewing Company,36,31,17,14,17,58,0,63,11,0,31
Wheat Beers,American Pale Wheat Beer,Majestic Wheat Ale,North Peak Brewing Company,United States,5.5,3.3,26,51,Active,Majestic Wheat Ale North Peak Brewing Company,13,12,18,8,28,42,0,85,8,1,27
Wheat Beers,American Pale Wheat Beer,Crushworthy,Great Lakes Brewing Co.,United States,4,3.56,27,47,Active,Crushworthy Great Lakes Brewing Co.,14,43,42,37,27,50,3,66,55,21,71
Wheat Beers,American Pale Wheat Beer,Blood Orange Wheat Ale,Full Sail Brewing Company,United States,5.2,3.61,23,49,Active,Blood Orange Wheat Ale Full Sail Brewing Company,15,24,28,20,18,61,0,68,28,9,46
Wheat Beers,American Pale Wheat Beer,Golden Beach Pale Wheat,Sawdust City Brewing Co.,Canada,4.5,3.9,22,48,Active,Golden Beach Pale Wheat Sawdust City Brewing Co.,22,28,36,14,32,65,0,76,18,2,42
Wheat Beers,American Pale Wheat Beer,The Stranger,Clown Shoes,United States,7.77,3.83,23,46,Active,The Stranger Clown Shoes,19,28,21,51,63,79,3,114,65,0,40
Wheat Beers,American Pale Wheat Beer,Stinger Wild Honey Wheat,Estes Park Brewery,United States,6,3.12,26,40,Active,Stinger Wild Honey Wheat Estes Park Brewery,17,35,37,37,55,63,0,109,38,19,42
Wheat Beers,American Pale Wheat Beer,Sir John A's Honey Wheat Ale,The Gahan House,Canada,5,3.19,26,40,Active,Sir John A's Honey Wheat Ale The Gahan House,5,34,19,7,54,7,0,14,18,5,87
Wheat Beers,American Pale Wheat Beer,Rind Over Matter,Bell's Brewery - Eccentric Café & General Store,United States,5,3.58,23,42,Active,Rind Over Matter Bell's Brewery - Eccentric Café & General Store,12,44,40,17,62,29,0,29,28,11,93
Wheat Beers,American Pale Wheat Beer,White Lightning,Speakeasy Ales & Lagers,United States,5.2,3.33,43,17,Active,White Lightning Speakeasy Ales & Lagers,17,27,39,33,12,98,2,113,16,9,58
Wheat Beers,American Pale Wheat Beer,American Wheat,Deschutes Brewery,United States,5,3.68,23,35,Active,American Wheat Deschutes Brewery,18,48,30,16,25,47,0,53,23,20,45
Wheat Beers,American Pale Wheat Beer,Apricot Wheat,Lost Coast Brewery and Cafe,United States,5,3.35,20,30,Active,Apricot Wheat Lost Coast Brewery and Cafe,28,22,55,43,42,61,1,85,68,15,87
Wheat Beers,American Pale Wheat Beer,Bou Lou,Boulevard Brewing Co.,United States,5.5,3.85,22,26,Active,Bou Lou Boulevard Brewing Co.,15,21,21,8,75,35,0,73,7,0,36
Wheat Beers,American Pale Wheat Beer,Murray's Whale Ale,Murray's Craft Brewing Co.,Australia,4.5,3.15,23,19,Active,Murray's Whale Ale Murray's Craft Brewing Co.,33,41,35,13,113,116,3,183,78,15,144
Wheat Beers,American Pale Wheat Beer,Grumpy Bear Honey Wheat,The Grizzly Paw Brewing Company,Canada,5,3.33,21,18,Active,Grumpy Bear Honey Wheat The Grizzly Paw Brewing Company,17,35,33,29,30,49,1,60,35,11,39
Wheat Beers,American Pale Wheat Beer,Lily Ale,Bur Oak Brewing Company,United States,4.8,3.63,21,16,Active,Lily Ale Bur Oak Brewing Company,8,42,43,22,81,9,0,12,26,0,113
Wheat Beers,American Pale Wheat Beer,Bee Sting,Barossa Valley Brewing,Australia,5,2.94,20,6,Active,Bee Sting Barossa Valley Brewing,14,36,13,15,48,48,0,55,22,13,24
Wheat Beers,Dunkelweizen,Weihenstephaner Hefeweissbier Dunkel,Bayerische Staatsbrauerei Weihenstephan,Germany,5.3,4.25,"1,232","2,102",Active,Weihenstephaner Hefeweissbier Dunkel Bayerische Staatsbrauerei Weihenstephan,15,28,30,19,71,24,0,35,24,9,86
Wheat Beers,Dunkelweizen,Shiner Holiday Cheer,Spoetzl Brewery,United States,5.4,3.57,475,"1,317",Active,Shiner Holiday Cheer Spoetzl Brewery,10,47,20,12,29,15,0,43,5,18,68
Wheat Beers,Dunkelweizen,Franziskaner Hefe-Weisse Dunkel,Spaten-Franziskaner-Bräu,Germany,5,3.83,830,900,Active,Franziskaner Hefe-Weisse Dunkel Spaten-Franziskaner-Bräu,7,30,17,14,32,15,0,56,14,4,49
Wheat Beers,Dunkelweizen,Erdinger Weissbier Dunkel,Erdinger Weissbräu,Germany,5.3,3.75,698,891,Active,Erdinger Weissbier Dunkel Erdinger Weissbräu,6,28,16,8,37,9,1,26,5,15,49
Wheat Beers,Dunkelweizen,Ayinger Urweisse,Ayinger Privatbrauerei,Germany,5.8,4.1,646,660,Active,Ayinger Urweisse Ayinger Privatbrauerei,10,56,15,23,41,5,0,23,21,13,84
Wheat Beers,Dunkelweizen,Samuel Adams Dunkelweizen,Boston Beer Company (Samuel Adams),United States,5.1,3.49,381,507,Active,Samuel Adams Dunkelweizen Boston Beer Company (Samuel Adams),4,48,18,9,30,13,0,44,8,35,73
Wheat Beers,Dunkelweizen,Dunkel Weisse (Weisse Dark),Hacker-Pschorr Bräu GmbH,Germany,5.3,3.98,286,237,Active,Dunkel Weisse (Weisse Dark) Hacker-Pschorr Bräu GmbH,13,37,30,13,33,17,0,43,14,43,58
Wheat Beers,Dunkelweizen,Julius Echter Hefe-Weissbier Dunkel,Würzburger Hofbräu AG,Germany,5.3,3.84,266,188,Active,Julius Echter Hefe-Weissbier Dunkel Würzburger Hofbräu AG,5,37,16,13,32,7,0,24,14,23,52
Wheat Beers,Dunkelweizen,Hefe-Weissbier Dunkel,Paulaner Brauerei,Germany,5.3,3.86,97,291,Active,Hefe-Weissbier Dunkel Paulaner Brauerei,13,36,19,6,31,22,0,45,7,23,69
Wheat Beers,Dunkelweizen,Weissbier Dunkel,Klosterbrauerei Andechs,Germany,5,3.99,141,237,Active,Weissbier Dunkel Klosterbrauerei Andechs,9,49,18,13,48,21,0,58,7,33,81
Wheat Beers,Dunkelweizen,Tucher Dunkles Hefe Weizen,Brauerei Tucher Brau,Germany,5.2,3.82,195,153,Active,Tucher Dunkles Hefe Weizen Brauerei Tucher Brau,15,40,25,25,42,17,0,50,26,29,103
Wheat Beers,Dunkelweizen,Michelob Dunkel Weisse,Anheuser-Busch,United States,5.5,3.46,237,88,Active,Michelob Dunkel Weisse Anheuser-Busch,13,44,26,19,51,27,0,70,26,25,79
Wheat Beers,Dunkelweizen,Kapuziner Hefe Dunkel Naturtrüb,Kulmbacher Brauerei AG,Germany,5.4,3.74,160,107,Active,Kapuziner Hefe Dunkel Naturtrüb Kulmbacher Brauerei AG,7,42,25,13,30,20,1,39,12,28,51
Wheat Beers,Dunkelweizen,Black Walnut Dunkel,Perennial Artisan Ales,United States,6.6,3.83,50,183,Active,Black Walnut Dunkel Perennial Artisan Ales,15,62,28,15,51,23,0,36,11,23,93
Wheat Beers,Dunkelweizen,Winged Nut,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,United States,5.4,3.63,51,180,Active,Winged Nut Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,15,53,11,15,50,16,1,28,23,9,118
Wheat Beers,Dunkelweizen,Hofbrau Hefe Weisse Dunkel,Hofbräuhaus München,Germany,5.1,3.87,47,126,Active,Hofbrau Hefe Weisse Dunkel Hofbräuhaus München,10,31,11,13,26,8,0,25,21,13,77
Wheat Beers,Dunkelweizen,Dragon's Breath,"Bayern Brewing, Inc. / Edelweiss Bistro",United States,6,3.61,49,88,Active,"Dragon's Breath Bayern Brewing, Inc. / Edelweiss Bistro",8,34,16,9,39,18,0,34,11,19,59
Wheat Beers,Dunkelweizen,Leavenworth Boulder Bend Dunkelweizen,Fish Brewing Company / Fishbowl Brewpub,United States,4.7,3.3,60,73,Active,Leavenworth Boulder Bend Dunkelweizen Fish Brewing Company / Fishbowl Brewpub,9,46,25,16,37,18,0,34,17,9,80
Wheat Beers,Dunkelweizen,Weisse Dunkel,Brauerei Gebrüder Maisel,Germany,5.4,3.73,37,89,Active,Weisse Dunkel Brauerei Gebrüder Maisel,9,50,19,26,42,13,0,17,17,7,94
Wheat Beers,Dunkelweizen,Bierwolf,Great Lakes Brewing Co.,United States,6.6,3.8,41,65,Retired,Bierwolf Great Lakes Brewing Co.,13,53,20,14,44,25,0,55,9,36,70
Wheat Beers,Dunkelweizen,König Ludwig Weissbier Dunkel,König Ludwig Schlossbrauerei Kaltenberg,Germany,5.5,3.83,22,83,Active,König Ludwig Weissbier Dunkel König Ludwig Schlossbrauerei Kaltenberg,14,63,13,52,45,34,1,53,9,20,97
Wheat Beers,Dunkelweizen,Weltenburger Hefe-Weissbier Dunkel,Klosterbrauerei Weltenburg,Germany,5.3,3.65,54,44,Active,Weltenburger Hefe-Weissbier Dunkel Klosterbrauerei Weltenburg,8,27,17,13,41,14,0,37,10,23,54
Wheat Beers,Dunkelweizen,Hopf Dunkle Weisse,Weissbierbrauerei Hopf,Germany,5,3.7,62,29,Active,Hopf Dunkle Weisse Weissbierbrauerei Hopf,14,38,15,16,21,29,0,37,9,24,56
Wheat Beers,Dunkelweizen,Dunks Ferry Dunkelweizen,Neshaminy Creek Brewing Company,United States,5.2,3.64,26,65,Active,Dunks Ferry Dunkelweizen Neshaminy Creek Brewing Company,21,39,22,10,29,18,0,26,10,14,61
Wheat Beers,Dunkelweizen,Schöfferhofer Dunkles Hefeweizen,Binding-Brauerei AG,Germany,5,3.63,40,45,Active,Schöfferhofer Dunkles Hefeweizen Binding-Brauerei AG,18,46,27,9,37,15,0,44,19,43,84
Wheat Beers,Dunkelweizen,Kirta,Graminger Weissbräu,Germany,5,3.67,36,41,Active,Kirta Graminger Weissbräu,4,38,15,17,23,37,2,37,27,5,32
Wheat Beers,Dunkelweizen,Skuumkoppe,Texelse Bierbrouwerij,Netherlands,6,3.58,26,50,Active,Skuumkoppe Texelse Bierbrouwerij,11,36,15,11,25,22,0,44,9,14,48
Wheat Beers,Dunkelweizen,Dark 'n Curvy,Piece Brewery & Pizzeria,United States,5.5,3.99,22,53,Active,Dark 'n Curvy Piece Brewery & Pizzeria,9,30,26,13,48,30,0,58,9,17,84
Wheat Beers,Dunkelweizen,Eaglebrau Weizenbier Dunkel,Privatbrauerei H. Egerer,Germany,5.3,3.55,20,46,Active,Eaglebrau Weizenbier Dunkel Privatbrauerei H. Egerer,9,35,33,11,30,22,0,48,11,37,64
Wheat Beers,Dunkelweizen,Edelweiss Dunkel,Brau Union Österreich,Austria,5.3,3.86,33,27,Active,Edelweiss Dunkel Brau Union Österreich,9,38,23,25,31,23,2,50,20,18,71
Wheat Beers,Dunkelweizen,Steingadener Weisse Dunkel,Aktienbrauerei Kaufbeuren AG,Germany,5.3,3.29,28,9,Active,Steingadener Weisse Dunkel Aktienbrauerei Kaufbeuren AG,17,57,25,13,36,23,0,54,10,32,56
Wheat Beers,Grodziskie,Grodziskie,Professor Fritz Briem,Germany,4,3.71,86,127,Active,Grodziskie Professor Fritz Briem,21,38,17,10,49,63,3,65,12,23,63
Wheat Beers,Grodziskie,Grodziskie,Live Oak Brewing Company,United States,3,3.66,30,50,Active,Grodziskie Live Oak Brewing Company,27,47,22,8,36,73,5,40,12,51,44
Wheat Beers,Hefeweizen,Weihenstephaner Hefeweissbier,Bayerische Staatsbrauerei Weihenstephan,Germany,5.4,4.41,"2,726","6,396",Active,Weihenstephaner Hefeweissbier Bayerische Staatsbrauerei Weihenstephan,26,58,31,30,16,33,2,16,33,73,51
Wheat Beers,Hefeweizen,Franziskaner Premium Weissbier,Spaten-Franziskaner-Bräu,Germany,5,4.06,"1,796","3,137",Active,Franziskaner Premium Weissbier Spaten-Franziskaner-Bräu,10,37,19,10,29,28,1,53,12,21,40
Wheat Beers,Hefeweizen,Kellerweis,Sierra Nevada Brewing Co.,United States,4.8,4.04,"1,417","2,759",Active,Kellerweis Sierra Nevada Brewing Co.,10,20,16,1,17,20,0,43,1,13,23
Wheat Beers,Hefeweizen,Hefe-Weissbier Naturtrüb,Paulaner Brauerei,Germany,5.5,4.05,"1,485","2,357",Active,Hefe-Weissbier Naturtrüb Paulaner Brauerei,7,18,17,10,8,7,0,29,11,26,23
Wheat Beers,Hefeweizen,Ayinger Bräuweisse,Ayinger Privatbrauerei,Germany,5.1,4.17,"1,023","1,475",Active,Ayinger Bräuweisse Ayinger Privatbrauerei,6,28,25,14,15,17,0,38,21,11,37
Wheat Beers,Hefeweizen,Erdinger Weissbier (Hefe-Weizen),Erdinger Weissbräu,Germany,5.3,3.56,860,"1,339",Active,Erdinger Weissbier (Hefe-Weizen) Erdinger Weissbräu,16,41,30,8,28,47,1,69,11,55,61
Wheat Beers,Hefeweizen,Widmer Hefeweizen,Widmer Brothers Brewing Company,United States,4.9,3.32,819,"1,364",Active,Widmer Hefeweizen Widmer Brothers Brewing Company,10,36,20,13,25,24,0,42,19,25,34
Wheat Beers,Hefeweizen,DreamWeaver Wheat,Tröegs Brewing Company,United States,4.8,3.72,672,"1,376",Active,DreamWeaver Wheat Tröegs Brewing Company,4,15,21,14,9,17,1,24,17,8,30
Wheat Beers,Hefeweizen,Hefe Weisse,Hacker-Pschorr Bräu GmbH,Germany,5.5,4.08,840,"1,206",Active,Hefe Weisse Hacker-Pschorr Bräu GmbH,13,15,13,4,8,13,1,28,2,25,23
Wheat Beers,Hefeweizen,Tap 7: Mein Original,Schneider Weisse G. Schneider & Sohn,Germany,5.4,3.98,894,"1,025",Active,Tap 7: Mein Original Schneider Weisse G. Schneider & Sohn,10,42,27,8,23,26,0,43,9,21,43
Wheat Beers,Hefeweizen,HefeWeizen,Live Oak Brewing Company,United States,5.3,4.34,507,"1,320",Active,HefeWeizen Live Oak Brewing Company,9,38,29,17,52,45,0,77,25,34,78
Wheat Beers,Hefeweizen,Hefeweizen,Flying Dog Brewery,United States,4.7,3.51,724,896,Active,Hefeweizen Flying Dog Brewery,14,29,20,13,6,3,2,21,12,45,27
Wheat Beers,Hefeweizen,Dancing Man,New Glarus Brewing Company,United States,7.2,4.21,485,950,Active,Dancing Man New Glarus Brewing Company,5,16,17,2,5,22,1,35,3,21,15
Wheat Beers,Hefeweizen,Hofbräu Münchner Weisse,Hofbräuhaus München,Germany,5.1,3.9,447,823,Active,Hofbräu Münchner Weisse Hofbräuhaus München,9,29,28,8,22,26,0,65,11,54,33
Wheat Beers,Hefeweizen,Tap 4: Meine Festweisse,Schneider Weisse G. Schneider & Sohn,Germany,6.2,4.07,615,533,Active,Tap 4: Meine Festweisse Schneider Weisse G. Schneider & Sohn,16,43,18,9,16,25,0,48,7,42,30
Wheat Beers,Hefeweizen,Shiner Hefeweizen,Spoetzl Brewery,United States,5.4,3.29,487,596,Active,Shiner Hefeweizen Spoetzl Brewery,10,35,17,20,13,23,0,44,24,26,33
Wheat Beers,Hefeweizen,König Ludwig Weiss,König Ludwig Schlossbrauerei Kaltenberg,Germany,5.5,3.87,460,537,Active,König Ludwig Weiss König Ludwig Schlossbrauerei Kaltenberg,17,27,30,14,20,51,1,54,15,15,43
Wheat Beers,Hefeweizen,Schofferhofer Hefeweizen Grapefruit Bier,Binding-Brauerei AG,Germany,2.5,3.54,232,738,Active,Schofferhofer Hefeweizen Grapefruit Bier Binding-Brauerei AG,22,39,32,8,15,22,0,37,9,26,59
Wheat Beers,Hefeweizen,Pyramid Hefeweizen,"Pyramid Breweries, Inc.",United States,5.2,3.13,450,473,Active,"Pyramid Hefeweizen Pyramid Breweries, Inc.",5,14,15,3,86,55,0,87,7,0,13
Wheat Beers,Hefeweizen,Winter Cheers,Victory Brewing Company - Downingtown,United States,6.7,3.6,171,667,Active,Winter Cheers Victory Brewing Company - Downingtown,13,21,21,9,13,27,0,37,6,15,31
Wheat Beers,Hefeweizen,Samuel Adams Hefeweizen,Boston Beer Company (Samuel Adams),United States,5.4,3.22,588,201,Active,Samuel Adams Hefeweizen Boston Beer Company (Samuel Adams),8,37,20,19,14,19,3,38,21,25,40
Wheat Beers,Hefeweizen,Floridian Hefeweizen,Funky Buddha Brewery,United States,5.2,3.77,138,602,Active,Floridian Hefeweizen Funky Buddha Brewery,17,41,29,16,30,18,4,50,32,41,50
Wheat Beers,Hefeweizen,Julius Echter Hefe-Weissbier Hell,Würzburger Hofbräu AG,Germany,5.3,4.02,365,344,Active,Julius Echter Hefe-Weissbier Hell Würzburger Hofbräu AG,9,17,17,11,17,12,0,29,7,19,30
Wheat Beers,Hefeweizen,Ebel's Weiss Beer,Two Brothers Brewing Company,United States,4.9,3.69,224,483,Active,Ebel's Weiss Beer Two Brothers Brewing Company,13,35,18,9,12,25,0,49,10,21,24
Wheat Beers,Hefeweizen,Tucher Helles Hefe Weizen,Brauerei Tucher Brau,Germany,5.35,3.92,343,346,Active,Tucher Helles Hefe Weizen Brauerei Tucher Brau,13,25,21,8,8,21,0,39,13,24,21
Wheat Beers,Hefeweizen,Kapuziner Hefe-Weissbier Naturtrüb,Kulmbacher Brauerei AG,Germany,5.4,4.03,302,277,Active,Kapuziner Hefe-Weissbier Naturtrüb Kulmbacher Brauerei AG,12,50,18,4,20,20,0,55,10,40,33
Wheat Beers,Hefeweizen,Weissbier Hell,Klosterbrauerei Andechs,Germany,5.5,4.17,196,373,Active,Weissbier Hell Klosterbrauerei Andechs,11,23,27,12,21,22,0,46,11,28,35
Wheat Beers,Hefeweizen,Schöfferhofer Hefeweizen,Binding-Brauerei AG,Germany,5,3.65,199,347,Active,Schöfferhofer Hefeweizen Binding-Brauerei AG,15,41,24,8,16,19,0,42,10,35,44
Wheat Beers,Hefeweizen,Weisse Original,Brauerei Gebrüder Maisel,Germany,5.4,3.91,200,320,Active,Weisse Original Brauerei Gebrüder Maisel,21,37,18,7,18,22,0,41,15,24,29
Wheat Beers,Hefeweizen,Shotgun Betty Hefeweizen Ale,Lonerider Brewing Company,United States,5.8,3.67,108,401,Active,Shotgun Betty Hefeweizen Ale Lonerider Brewing Company,11,32,23,14,19,33,0,60,14,19,34
Wheat Beers,Hefeweizen,Hefeweizen,Yazoo Brewing Company,United States,5,3.71,145,342,Active,Hefeweizen Yazoo Brewing Company,15,19,12,8,15,15,0,45,8,25,30
Wheat Beers,Hefeweizen,The Love Wheat Beer,Starr Hill Brewery,United States,5.1,3.53,141,337,Active,The Love Wheat Beer Starr Hill Brewery,7,24,17,4,9,18,1,38,6,21,25
Wheat Beers,Hefeweizen,Hefeweizen,The Schlafly Tap Room,United States,4.1,3.32,172,302,Active,Hefeweizen The Schlafly Tap Room,13,30,25,9,10,17,0,35,14,22,29
Wheat Beers,Hefeweizen,Trader Joe's Bavarian Style Hefeweizen,Trader Joe's Brewing Company,United States,5.3,3.57,238,226,Active,Trader Joe's Bavarian Style Hefeweizen Trader Joe's Brewing Company,9,27,21,7,12,18,0,22,6,4,29
Wheat Beers,Hefeweizen,Mad King's Weiss,Victory Brewing Company - Downingtown,United States,6.2,3.85,135,324,Active,Mad King's Weiss Victory Brewing Company - Downingtown,6,14,31,2,16,11,0,35,8,17,35
Wheat Beers,Hefeweizen,Weizen,Brauerei Pinkus Mueller,Germany,5,3.57,251,199,Active,Weizen Brauerei Pinkus Mueller,10,9,20,22,21,24,3,33,25,11,37
Wheat Beers,Hefeweizen,Hefeweizen,Gordon Biersch Brewery Restaurant,United States,5.5,3.64,136,299,Active,Hefeweizen Gordon Biersch Brewery Restaurant,9,24,16,12,13,34,2,53,16,14,35
Wheat Beers,Hefeweizen,No Limits Hefeweizen,Two Roads Brewing Company,United States,5,3.73,72,353,Active,No Limits Hefeweizen Two Roads Brewing Company,6,23,13,4,7,21,0,36,8,17,18
Wheat Beers,Hefeweizen,Tap 1: Meine Helle Weisse,Schneider Weisse G. Schneider & Sohn,Germany,4.9,4.11,153,263,Active,Tap 1: Meine Helle Weisse Schneider Weisse G. Schneider & Sohn,16,41,29,15,15,39,0,56,18,35,52
Wheat Beers,Hefeweizen,Benediktiner Weissbier,Klosterbrauerei Ettal,Germany,5.4,3.81,113,293,Active,Benediktiner Weissbier Klosterbrauerei Ettal,16,46,31,12,16,23,0,43,21,42,50
Wheat Beers,Hefeweizen,Penn Weizen,Pennsylvania Brewing Company,United States,5,3.87,241,150,Active,Penn Weizen Pennsylvania Brewing Company,24,33,15,25,28,25,1,50,26,39,45
Wheat Beers,Hefeweizen,Baltika #8 Wheat,Baltika Breweries,Russian Federation,5,3.52,235,143,Active,Baltika #8 Wheat Baltika Breweries,15,31,22,13,11,18,0,42,14,25,25
Wheat Beers,Hefeweizen,Royal Weisse,Sly Fox Brewing Company,United States,5.4,3.82,183,186,Active,Royal Weisse Sly Fox Brewing Company,11,25,24,8,22,32,0,52,22,15,45
Wheat Beers,Hefeweizen,Schnickelfritz,Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,United States,4.8,3.84,67,275,Active,Schnickelfritz Urban Chestnut Brewing Company - Midtown Brewery & Biergarten,9,13,17,4,18,38,0,47,6,10,21
Wheat Beers,Hefeweizen,Edelweiss Hefetrüb,Brau Union Österreich,Austria,5.3,3.9,113,201,Active,Edelweiss Hefetrüb Brau Union Österreich,11,30,19,7,8,15,2,48,3,35,34
Wheat Beers,Hefeweizen,EOS Hefeweizen,Nebraska Brewing Company Production Brewery & Tap Room,United States,5.2,3.82,77,227,Active,EOS Hefeweizen Nebraska Brewing Company Production Brewery & Tap Room,11,24,21,7,16,20,0,38,12,18,31
Wheat Beers,Hefeweizen,Hefe Weiss,Sprecher Brewing Company,United States,4.2,3.65,159,143,Active,Hefe Weiss Sprecher Brewing Company,18,51,24,17,33,45,5,78,45,50,58
Wheat Beers,Hefeweizen,Krombacher Weizen,Krombacher Brauerei,Germany,5.3,3.59,84,217,Active,Krombacher Weizen Krombacher Brauerei,18,34,33,19,28,39,0,74,23,32,39
Wheat Beers,Hefeweizen,Wisconsinite,"Lakefront Brewery, Inc.",United States,5,3.59,51,245,Active,"Wisconsinite Lakefront Brewery, Inc.",17,45,27,16,26,34,1,72,9,36,52
Wheat Beers,Hefeweizen,Hitachino Nest Weizen,Kiuchi Brewery,Japan,5,3.73,169,122,Active,Hitachino Nest Weizen Kiuchi Brewery,23,35,32,9,22,52,3,69,10,33,44
Wheat Beers,Hefeweizen,Flensburger Weizen,Flensburger Brauerei,Germany,5.1,3.67,121,144,Active,Flensburger Weizen Flensburger Brauerei,23,41,31,22,30,41,1,60,33,31,62
Wheat Beers,Hefeweizen,El Hefe Speaks,DC Brau Brewing Co.,United States,5.2,3.6,48,214,Active,El Hefe Speaks DC Brau Brewing Co.,15,38,39,19,30,39,0,61,38,31,66
Wheat Beers,Hefeweizen,Sunspot,Greenbush Brewing Company,United States,6,3.77,35,205,Active,Sunspot Greenbush Brewing Company,15,31,22,4,10,14,0,36,6,20,30
Wheat Beers,Hefeweizen,Hefeweizen,Golden Road Brewing,United States,4.6,3.48,45,193,Active,Hefeweizen Golden Road Brewing,15,52,21,13,26,44,1,72,16,33,42
Wheat Beers,Hefeweizen,Urweisse,Erdinger Weissbräu,Germany,4.9,3.82,81,148,Active,Urweisse Erdinger Weissbräu,5,16,17,2,19,24,0,49,5,28,20
Wheat Beers,Hefeweizen,König Ludwig Weissbier Hell,König Ludwig Schlossbrauerei Kaltenberg,Germany,5.5,3.83,44,184,Active,König Ludwig Weissbier Hell König Ludwig Schlossbrauerei Kaltenberg,13,36,17,13,17,32,0,40,9,31,36
Wheat Beers,Hefeweizen,A Slice Of Hefen,La Cumbre Brewing Co.,United States,5.4,4.03,56,168,Active,A Slice Of Hefen La Cumbre Brewing Co.,30,32,30,19,32,52,1,71,16,29,41
Wheat Beers,Hefeweizen,Day Of The Dead Beer (Cerveza De Los Muertos) Immortal Beloved,Cerveceria Mexicana S.A. De C.V.,Mexico,5.5,3.31,52,166,Active,Day Of The Dead Beer (Cerveza De Los Muertos) Immortal Beloved Cerveceria Mexicana S.A. De C.V.,25,41,24,14,24,39,0,77,11,45,42
Wheat Beers,Hefeweizen,Goggle Fogger,Fat Head's Brewery & Saloon,United States,5.4,3.98,41,177,Active,Goggle Fogger Fat Head's Brewery & Saloon,12,23,20,8,30,26,0,53,9,15,27
Wheat Beers,Hefeweizen,Sternweisse,Hacker-Pschorr Bräu GmbH,Germany,5.5,3.83,113,103,Active,Sternweisse Hacker-Pschorr Bräu GmbH,16,35,28,9,16,18,1,50,9,30,30
Wheat Beers,Hefeweizen,Hefe Weizen,Summit Brewing Company,United States,4.9,3.66,138,69,Active,Hefe Weizen Summit Brewing Company,8,27,16,4,38,26,0,39,9,13,60
Wheat Beers,Hefeweizen,Mission Hefeweizen,Mission Brewery,United States,5,3.46,69,132,Active,Mission Hefeweizen Mission Brewery,17,22,22,12,19,27,1,47,15,23,28
Wheat Beers,Hefeweizen,El Hefe,No Label Brewing Company,United States,5.5,3.41,33,165,Active,El Hefe No Label Brewing Company,11,28,10,7,17,33,0,44,10,19,26
Wheat Beers,Hefeweizen,Schell's Hefeweizen,August Schell Brewing Company,United States,4.75,3.85,91,106,Active,Schell's Hefeweizen August Schell Brewing Company,12,12,19,7,10,11,0,33,17,15,27
Wheat Beers,Hefeweizen,Weltenburger Kloster Helle Weiße,Klosterbrauerei Weltenburg,Germany,5.4,3.72,105,78,Active,Weltenburger Kloster Helle Weiße Klosterbrauerei Weltenburg,21,29,16,7,23,33,0,67,9,36,21
Wheat Beers,Hefeweizen,Weissbier,Augustiner-Bräu,Germany,5.4,3.99,42,139,Active,Weissbier Augustiner-Bräu,7,32,25,14,21,21,0,45,13,24,47
Wheat Beers,Hefeweizen,Irish Wheat,Guinness Ltd.,Ireland,5.3,3.66,62,119,Active,Irish Wheat Guinness Ltd.,7,28,18,10,19,24,0,36,9,27,27
Wheat Beers,Hefeweizen,Hopf Helle Weisse,Weissbierbrauerei Hopf,Germany,5.3,3.76,111,65,Active,Hopf Helle Weisse Weissbierbrauerei Hopf,16,38,37,20,20,39,4,65,24,34,71
Wheat Beers,Hefeweizen,Hefeweizen,SanTan Brewing Co.,United States,5,3.64,41,133,Active,Hefeweizen SanTan Brewing Co.,21,28,14,9,18,26,1,50,15,23,32
Wheat Beers,Hefeweizen,Valentins Weißbier,Park & Bellheimer AG,Germany,5.3,3.57,82,90,Active,Valentins Weißbier Park & Bellheimer AG,8,18,20,12,12,26,0,53,14,23,22
Wheat Beers,Hefeweizen,Summerweiss,Muskoka Brewery,Canada,5,3.83,57,111,Active,Summerweiss Muskoka Brewery,13,34,33,16,23,36,0,56,18,14,54
Wheat Beers,Hefeweizen,Ginger In The Rye (Rye Munich Weizen),Short's Brewing Company,United States,7.85,3.64,54,111,Active,Ginger In The Rye (Rye Munich Weizen) Short's Brewing Company,11,24,20,10,11,22,0,42,9,18,24
Wheat Beers,Hefeweizen,I Love Lamp,Evil Genius Beer Company,United States,5.5,3.39,25,135,Active,I Love Lamp Evil Genius Beer Company,19,56,111,26,40,48,2,65,30,129,75
Wheat Beers,Hefeweizen,Weißbier,Prost Brewing Co. - Denver,United States,4.2,3.93,44,112,Active,Weißbier Prost Brewing Co. - Denver,15,25,20,10,70,81,1,91,45,13,26
Wheat Beers,Hefeweizen,Weissenheimer Hefeweizen,DESTIHL Brewery,United States,5.2,3.63,37,119,Active,Weissenheimer Hefeweizen DESTIHL Brewery,11,26,26,7,11,25,0,50,6,19,27
